vehicleid,status,make,model,modelyear,color,fuel,wheelchairaccessible,operator,zipcode,affiliation,medallion
4293,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,FALSE,AMADEO CAB COMPANY,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
5049,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,KR & AZ ENTERPRISE INC,60612,Independent1,Owner Manager
2052,ACTIVE,TOYOTA,SCION,2015,YELLOW,Gasoline,FALSE,"ADRIANA TAXI CAB, CO",60641,Yellow Cab Association,Owner-Operator
1533,ACTIVE,TOYOTA,RAV4,2015,RED,Gasoline,FALSE,KC-MEL LLC,60656,Independent1,Owner-Operator
2067,ACTIVE,FORD,ESCAPE,2023,WHITE,Gasoline,FALSE,HADEEL TRANS INC,60659,Independent1,Owner-Operator
1035,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,FALSE,NADJIB TRANS INC,60641,Sun Taxi Association Inc,Owner Manager
6310,ACTIVE,TOYOTA,PRIUS,2017,WHITE/BLUE/RED,Hybrid,FALSE,NOEL EXPRESS INC.,60634,Independent2,Owner-Operator
3234,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,GS CAB CO.,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
6676,ACTIVE,TOYOTA,SIENNA,2020,DARK GRAY,Gasoline,TRUE,ALMAHDI INC,60659,INDEPENDENT4,Owner-Operator
4213,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,"SURE HAND OF GOD, INC.",60659,City Service Taxi Association,Owner-Operator
4230,ACTIVE,TOYOTA,CAMRY,2018,GRAY,Hybrid,FALSE,RAMIN TAXI LLC,60645,Independent1,Owner-Operator
2405,ACTIVE,DODGE,CARAVAN,2016,WHITE,Gasoline,TRUE,AVENUE TRANSPORTATION INC,60656,Flash Cab Co,Owner Manager
4383,ACTIVE,TOYOTA,PRIUS,2016,WHITE,Hybrid,FALSE,"MSHR, INC",60659,City Service Taxi Association,Owner-Operator
6337,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,MANSOORI INC.,60656,Flash Cab Co,Owner-Operator
3297,ACTIVE,VPG,MV-1,2014,YELLOW,Gasoline,TRUE,"TAXI MEDALLION GROUP,LLC-SERIES V",60618,Yellow Cab Association,Owner Manager
1881,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,CHITOWN CAB INC. # III,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
5896,ACTIVE,TOYOTA,PRIUS,2015,BLUE/WHITE,Hybrid,FALSE,STR CAB CO,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
6748,ACTIVE,TOYOTA,RAV4,2017,BURGUNDY,Gasoline,FALSE,NDIBEN INC,60656,Independent1,Owner-Operator
1964,ACTIVE,TOYOTA,CAMRY,2014,GRAY/WHITE,Hybrid,FALSE,ETHOPIA CAB CO,60645,Choice Taxi Association Inc,Owner-Operator
2815,ACTIVE,TOYOTA,RAV4,2023,WHITE,Hybrid,FALSE,2815 TAXI CORP,60630,Globe Taxi Association Inc,Owner-Operator
5317,ACTIVE,TOYOTA,CAMRY,2023,WHITE,Gasoline,FALSE,AMARI TAXI INC,60641,Independent1,Owner-Operator
4667,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,BOMBAY TAXI SERVICE,60656,Flash Cab Co,Owner-Operator
5234,ACTIVE,VPG,MV-1,2014,YELLOW,Hybrid,TRUE,TAXI MEDALLION GROUPLLC-SERIESXVIII,60618,Yellow Cab Association,Owner Manager
6604,ACTIVE,FORD,ESCAPE,2012,WHITE,Hybrid,FALSE,ESJOTA BUSINESS VENTURES INC,60656,Flash Cab Co,Owner-Operator
6287,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,AMAROUCHE TAXI CORP,60659,City Service Taxi Association,Owner-Operator
5416,ACTIVE,TOYOTA,PRIUS,2016,WHITE,Hybrid,FALSE,"KABHER, CORP.",60659,City Service Taxi Association,Owner-Operator
5342,ACTIVE,TOYOTA,RAV4,2017,WHITE,Hybrid,FALSE,AKEEM B ALI,60645,City Service Taxi Association,Owner-Operator
3788,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,MTA GILL CORP,60630,Globe Taxi Association Inc,Owner-Operator
2402,ACTIVE,TOYOTA,CAMRY,2015,YELLOW,Hybrid,FALSE,ARUBA & HUMAYUN INC.,60641,Yellow Cab Association,Owner Manager
2155,ACTIVE,TOYOTA,PRIUS,2014,WHITE/BLUE/STRIPES,Hybrid,FALSE,CHICAB TWO INC,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
3733,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUPLLC-SERIESXVIII,60618,Yellow Cab Association,Owner Manager
6698,ACTIVE,MITSUBISHI,MIRAGE G4 ES,2021,BLACK,Gasoline,FALSE,SAAD TAXI LLC,60612,Independent1,Owner-Operator
6370,ACTIVE,TOYOTA,CAMRY,2018,GRAY/WHITE,Hybrid,FALSE,GELEB INC ILL,60645,Choice Taxi Association Inc,Owner-Operator
3978,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUPLLC SERIESXX,60618,Yellow Cab Association,Owner Manager
6831,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,FILE ZANI CORP.,60659,City Service Taxi Association,Owner Manager
5751,ACTIVE,TOYOTA,RAV4,2024,BLUE/WHITE,Gasoline,FALSE,FIRST CHICAGO EXPRESS INC,60641,Sun Taxi Association Inc,Owner-Operator
2160,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,CHICAB TWO INC,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
2216,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,"HAPPY HOME I, INC",60659,City Service Taxi Association,Owner-Operator
2656,ACTIVE,HYUNDAI,TUCSON,2023,BLUE/WHITE,Hybrid,FALSE,LYLE CAB COMPANY,60641,Sun Taxi Association Inc,Owner-Operator
1525,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,FRIENDS 2022 INC,60656,Flash Cab Co,Owner Manager
6493,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,FALSE,ASMARA INC,60641,Sun Taxi Association Inc,Owner-Operator
3387,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,2943 TX CORPORATION,60656,Flash Cab Co,Owner Manager
1309,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,FALSE,IDRISSI LOGISTICS INC,60641,Sun Taxi Association Inc,Owner-Operator
3947,ACTIVE,TOYOTA,PRIUS,2014,WHITE/RED,Hybrid,FALSE,FREEDOM CAB CO,60659,Independent1,Owner-Operator
32,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,FALSE,H. H. JAFFRI INC.,60630,Globe Taxi Association Inc,Owner-Operator
6732,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC-SERIES 35,60618,Yellow Cab Association,Owner Manager
2163,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,CHICAB TWO INC,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
874,ACTIVE,TOYOTA,SIENNA,2018,ORANGE,Gasoline,TRUE,TAXI ME INC,60641,WOLLEY TAXI,Owner Manager
4016,ACTIVE,TOYOTA,CAMRY,2015,WHITE/RED,Hybrid,FALSE,"ELI 66, INC",60612,Independent1,Owner-Operator
1181,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,FALSE,ACCURATE TAXI INC,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
6019,ACTIVE,TOYOTA,SIENNA,2023,WHITE,Hybrid,TRUE,AUNTIE AYELEY LLC,60612,Independent1,Owner Manager
1080,ACTIVE,TOYOTA,SIENNA,2020,YELLOW,Gasoline,TRUE,"CINO ENTERPRISES, LLC",60641,Yellow Cab Association,Owner Manager
6318,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,"KAIF TRANS, INC",60656,Flash Cab Co,Owner-Operator
4244,ACTIVE,TOYOTA,COROLLA,2018,WHITE,Gasoline,FALSE,AFA TAXI INC.,60630,Globe Taxi Association Inc,Owner-Operator
150,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,FALSE,MCCAB VI CORP.,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
6812,ACTIVE,TOYOTA,PRIUS,2015,GRAY,Hybrid,FALSE,JIMMA TAXI CORP,60640,Independent1,Owner-Operator
3425,ACTIVE,HONDA,CRV,2014,YELLOW,Gasoline,FALSE,SOMOZA EDOUARD,60660,Yellow Cab Association,Owner-Operator
1476,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,LAMBHOR INC,60656,Flash Cab Co,Owner-Operator
2474,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,RIDESHARE TAXI CORP,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
5303,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC-SERIES XVI,60618,Yellow Cab Association,Owner Manager
2306,ACTIVE,TOYOTA,SIENNA,2023,WHITE/RED,Gasoline,TRUE,ROCKY H ENTERPRISES INC.,60645,INDEPENDENT4,Owner-Operator
4898,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,E & E TAXI COMPANY,60656,Flash Cab Co,Chicago Taxicab Management Inc.
4098,ACTIVE,TOYOTA,RAV4,2018,WHITE,Hybrid,FALSE,S M K & A CAB CO,60656,Flash Cab Co,Owner-Operator
1945,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,GOLDEN RIDE TRANSPORT INC,60656,Flash Cab Co,Owner-Operator
4546,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,FALSE,KHAWACHAN TRANS  INC,60659,City Service Taxi Association,Owner Manager
5754,ACTIVE,FORD,ESCAPE,2011,WHITE,Hybrid,FALSE,KABYLIA'S CABS CORP,60616,Independent1,Owner-Operator
3665,ACTIVE,FORD,ESCAPE,2012,WHITE,Hybrid,FALSE,TOULYATI CAB INC,60626,Independent1,Owner-Operator
5820,ACTIVE,TOYOTA,CAMRY,2018,WHITE/BLUE/STRIPES,Hybrid,FALSE,KGN CAB LLC,60646,Blue Ribbon Assn Inc,Owner Manager
2555,ACTIVE,TOYOTA,CAMRY,2012,GRAY,Hybrid,FALSE,MADINAH TRANS INC,60612,Independent1,Owner-Operator
156,ACTIVE,TOYOTA,PRIUS,2013,CREAM/BLUE,Hybrid,FALSE,RAPHEW AZEEZ,60652,Blue Diamond Taxi Affil Inc,Owner Manager
3093,ACTIVE,TOYOTA,SIENNA,2018,BLUE/WHITE,Gasoline,TRUE,NEW CITY CAB CORP,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
1818,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,FALSE,FIRST CLASS TAXICAB INC,60641,Yellow Cab Association,Owner-Operator
946,ACTIVE,TOYOTA,PRIUS,2014,GREEN,Hybrid,FALSE,NECT 37 LLC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
813,ACTIVE,JEEP,RENEGADE,2019,RED/WHITE,Gasoline,FALSE,AFRIKICO INC.,60652,Independent1,Owner-Operator
5339,ACTIVE,TOYOTA,CAMRY,2017,GRAY,Hybrid,FALSE,CAB OF CHICAGO LLC,60659,Independent1,Owner-Operator
3766,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,TRUE,LISTERVEN INC,60656,Flash Cab Co,Owner-Operator
2696,ACTIVE,TOYOTA,HIGHLANDER,2015,BLACK,Gasoline,FALSE,TG228 INC,60612,Independent1,Owner-Operator
4528,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,FALSE,ALGERS BOUCHRA INC,60641,Sun Taxi Association Inc,Owner-Operator
6752,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC-SERIES 37,60618,Yellow Cab Association,Owner Manager
2601,ACTIVE,TOYOTA,PRIUS,2017,WHITE,Hybrid,FALSE,"LUBNA, INC.",60659,City Service Taxi Association,Owner-Operator
2798,ACTIVE,TOYOTA,RAV4,2016,WHITE,Hybrid,FALSE,VIOCOLE TAXI CORP,60645,Independent1,Owner-Operator
2972,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,RIZQ CAB CO,60647,Flash Cab Co,Chicago Taxicab Management Inc.
672,ACTIVE,TOYOTA,RAV4,2014,YELLOW,Gasoline,FALSE,VIDAL EXPRESS INC,60641,Yellow Cab Association,Owner-Operator
2453,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,FALSE,HARKISHAN BHATTI,60641,Sun Taxi Association Inc,Owner Manager
980,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,SHAH TAXI INC,60656,Flash Cab Co,Owner Manager
3053,ACTIVE,TOYOTA,PRIUS,2015,BLUE/WHITE,Hybrid,FALSE,KMD TRANS INC,60641,Sun Taxi Association Inc,Owner-Operator
4841,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,TRUE,ORE-OLUWA LLC,60612,Independent1,Owner-Operator
666,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,666 ENTERPRISE INC.,60656,Flash Cab Co,Owner-Operator
4893,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,NAIMA CORP,60656,Flash Cab Co,Owner Manager
4899,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,FALSE,ABBAS 5 INC,60659,City Service Taxi Association,Owner-Operator
1482,ACTIVE,TOYOTA,CAMRY,2017,BLUE/WHITE,Hybrid,FALSE,DR KIM CAB CO,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
2321,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,HUFFY & SUBBY CAB CO,60656,Flash Cab Co,Owner-Operator
1551,ACTIVE,TOYOTA,RAV4,2023,WHITE,Hybrid,FALSE,BALAPUR CAB CO,60641,Sun Taxi Association Inc,Owner-Operator
187,ACTIVE,TOYOTA,RAV4,2014,YELLOW,Gasoline,FALSE,VOYTEK'S CAB CO,60641,Yellow Cab Association,Owner-Operator
909,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Gasoline,FALSE,KHALID BUTT INC,60656,Flash Cab Co,Owner-Operator
2856,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,FALSE,1 SUPER STAR CAB CO,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
1550,ACTIVE,TOYOTA,COROLLA,2020,BLACK,Gasoline,FALSE,AMIGO CAB COMPANY,60659,Independent1,Owner-Operator
2489,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,SHIRIN CAB CO.,60656,Flash Cab Co,Owner-Operator
866,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,FALSE,MEDALLION FUNDING CHICAGO CORP II,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
3506,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,"ALL AMERICAN CAB CO., INC.",60656,Flash Cab Co,Owner Manager
2365,ACTIVE,TOYOTA,SIENNA,2023,YELLOW,Hybrid,TRUE,AKOWDA TRANSPORT INC,60641,Yellow Cab Association,Owner-Operator
285,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,PEACE & UNITY CO,60640,Independent1,Owner-Operator
6765,ACTIVE,TOYOTA,CAMRY,2013,WHITE/RED/STRIPES,Hybrid,FALSE,CHICAGO CITY TAXICAB SERVICE INC,60660,Independent2,Owner-Operator
6356,ACTIVE,TOYOTA,SIENNA,2023,WHITE,Hybrid,TRUE,VIRTUAL FUTURE INCORPORATED,60656,Flash Cab Co,Owner-Operator
3211,ACTIVE,TOYOTA,CAMRY,2014,CREAM/GREEN,Hybrid,FALSE,PARAMJIT ENTERPRISES INC,60641,Checker Taxi Association Co.,Owner Manager
1748,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,FALSE,"A.M. ""EBENEZER, INC""",60630,Globe Taxi Association Inc,Owner-Operator
493,ACTIVE,TOYOTA,RAV4,2023,RED,Gasoline,FALSE,TAHIRU CAB SERVICES LLC,60619,Independent1,Owner-Operator
4100,ACTIVE,TOYOTA,RAV4,2016,WHITE,Hybrid,FALSE,YEROSAN CORP,60659,City Service Taxi Association,Owner Manager
2847,ACTIVE,TOYOTA,RAV4,2022,WHITE,Hybrid,FALSE,SHASHEMENE CORP,60659,City Service Taxi Association,Owner-Operator
1808,ACTIVE,TOYOTA,PRIUS,2021,WHITE,Hybrid,FALSE,JIRRAA INC,60630,Globe Taxi Association Inc,Owner-Operator
1274,ACTIVE,TOYOTA,RAV4,2018,YELLOW,Hybrid,FALSE,ALFRED.B INC,60641,Yellow Cab Association,Owner-Operator
5200,ACTIVE,KIA,SORENTO,2019,BLACK,Gasoline,FALSE,"FABIKU TRANS, INC",60615,Independent1,Owner-Operator
1568,ACTIVE,TOYOTA,RAV4,2023,WHITE,Hybrid,FALSE,PROFMANN TRANSPORT CORP,60612,Independent1,Owner Manager
1178,ACTIVE,TOYOTA,SIENNA,2016,WHITE,Gasoline,FALSE,"RAFOMO, INC",60640,Independent1,Owner-Operator
2559,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,"DESIDERATO CAB COMPANY, INC.",60656,Flash Cab Co,Chicago Taxicab Management Inc.
2830,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,FALSE,GELL TRANS INC,60656,Flash Cab Co,Owner Manager
3288,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,ZAM ZAM CORP,60656,Flash Cab Co,Owner Manager
4187,ACTIVE,TOYOTA,RAV4,2018,WHITE,Gasoline,FALSE,AARON-VMT LLC,60656,Flash Cab Co,Owner-Operator
3089,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,PETRUS CAB INC,60659,City Service Taxi Association,Owner-Operator
6760,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,FALSE,PROGRESSIVE EXPRESS INC,60645,Flash Cab Co,Owner Manager
2217,ACTIVE,TOYOTA,PRIUS,2011,WHITE,Hybrid,FALSE,LEE G INC,60630,Globe Taxi Association Inc,Owner Manager
1351,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,FALSE,CHAUDHARY TRANS CO.,60641,Yellow Cab Association,Owner-Operator
3832,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,TRUE,RMZ TAXI CORP.,60656,Flash Cab Co,Owner-Operator
6377,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,LAYA CAB CORP,60656,Flash Cab Co,Owner Manager
3678,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,"TAIBHA SOUL, INC",60656,Flash Cab Co,Chicago Taxicab Management Inc.
559,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,FALSE,CHICAGO COLOMBO EXPRESS INCORPORATED,60656,Flash Cab Co,Owner-Operator
119,ACTIVE,TOYOTA,HIGHLANDER,2021,YELLOW,Hybrid,FALSE,"OLAMAXX, INC.",60641,Yellow Cab Association,Owner-Operator
4520,ACTIVE,TOYOTA,RAV4,2017,WHITE,Gasoline,FALSE,JATEX STAFFING AND ESSENTIAL SERVICES LLC,60656,Flash Cab Co,Owner-Operator
3219,ACTIVE,FORD,FUSION,2012,YELLOW,Hybrid,FALSE,ROYAL CAB COMPANY,60641,Yellow Cab Association,Owner Manager
1519,ACTIVE,TOYOTA,PRIUS,2014,WHITE/RED/STRIPES,Hybrid,FALSE,BIK INC.,60641,Independent2,Owner-Operator
3399,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,FALSE,HAFFARY & BAIICHE CORP.,60659,City Service Taxi Association,Owner-Operator
5988,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,FALSE,CHATHA ENTERPRISES INC,60641,Yellow Cab Association,Owner Manager
3824,ACTIVE,TOYOTA,RAV4,2024,GRAY,Hybrid,FALSE,KAIRALI TAXI LLC,60612,Independent1,Owner-Operator
5249,ACTIVE,KIA,SOUL,2016,BLUE/WHITE,Gasoline,FALSE,SAM CORP.  II,60660,Sun Taxi Association Inc,Owner-Operator
5732,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,COONS CAB COMPANY,60647,Flash Cab Co,Chicago Taxicab Management Inc.
1267,ACTIVE,TOYOTA,CAMRY,2013,CREAM/GREEN,Hybrid,FALSE,ALLIED INC,60641,Checker Taxi Association Co.,Owner-Operator
4650,ACTIVE,TOYOTA,COROLLA,2018,WHITE,Gasoline,FALSE,MILOS CAB CORP,60618,Top Cab Association,Top Cab Corp.
2447,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,WROGERS & COMPANY,60630,Globe Taxi Association Inc,Owner-Operator
2759,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,FALSE,FAZAL INC,60630,Globe Taxi Association Inc,Owner-Operator
4996,ACTIVE,TOYOTA,CAMRY,2017,BLUE/WHITE,Hybrid,FALSE,AJKLSG & B.D. CORP. INC.,60641,Sun Taxi Association Inc,Owner-Operator
643,ACTIVE,TOYOTA,PRIUS,2014,GRAY/WHITE,Hybrid,FALSE,PEACE INC.,60645,Choice Taxi Association Inc,Choice Taxi Association
3414,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,ASAL TRANSPORT LLC,60656,Flash Cab Co,Owner Manager
5167,ACTIVE,TOYOTA,SIENNA,2016,WHITE,Gasoline,TRUE,5167 TAXI INC,60614,Independent1,Owner-Operator
5444,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC SERIESXIII,60618,Yellow Cab Association,Owner Manager
1013,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,TRUE,BENATHA TRANS INC,60659,Independent1,Owner-Operator
3367,ACTIVE,TOYOTA,CAMRY,2020,BLACK,Hybrid,FALSE,M NOOR LLC,60659,Independent1,Owner-Operator
6823,ACTIVE,TOYOTA,CAMRY,2016,BLACK,Hybrid,FALSE,FILE ZANI CORP.,60659,City Service Taxi Association,Owner Manager
1276,ACTIVE,TOYOTA,RAV4,2018,BLUE/WHITE,Gasoline,FALSE,1276 TAXI CORP,60641,Sun Taxi Association Inc,Owner-Operator
5201,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,RIZQ CAB CO,60647,Flash Cab Co,Chicago Taxicab Management Inc.
3990,ACTIVE,TOYOTA,PRIUS,2015,BLUE/WHITE,Hybrid,FALSE,AXUM CORP,60641,Sun Taxi Association Inc,Owner-Operator
6931,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,T.D. CAB COMPANY,60656,Flash Cab Co,Owner-Operator
1240,ACTIVE,TOYOTA,PRIUS,2014,WHITE/BLUE/STRIPES,Hybrid,FALSE,CHITOWN CAB INC. #IV,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
6947,ACTIVE,DODGE,GRAND CARAVAN,2016,BLUE/WHITE,Flex Fuel,TRUE,EYAD CAB CO,60641,Sun Taxi Association Inc,Owner-Operator
4810,ACTIVE,TOYOTA,CAMRY,2016,WHITE/BLUE,Hybrid,FALSE,"COKAB, INC.",60656,Flash Cab Co,Owner Manager
3322,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,AKAL CAB COMPANY,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
2986,ACTIVE,TOYOTA,RAV4,2017,WHITE,Hybrid,FALSE,SOLIDARITY TAXI CORP,60612,Independent2,Owner-Operator
4755,ACTIVE,FORD,FUSION,2018,GRAY,Hybrid,FALSE,BIZMO INC,60612,Independent1,Owner-Operator
3704,ACTIVE,HONDA,ACCORD,2020,BLACK,Hybrid,FALSE,3704 TAXI INC,60640,Independent1,Owner-Operator
5257,ACTIVE,TOYOTA,SIENNA,2019,BLUE/WHITE,Gasoline,TRUE,BLUE NILES CAB CO,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
329,ACTIVE,TOYOTA,CAMRY,2019,WHITE,Hybrid,FALSE,REHMAT CORP.,60659,City Service Taxi Association,Owner-Operator
23,ACTIVE,TOYOTA,CAMRY,2019,ORANGE,Hybrid,FALSE,ROADWAY CAB CO,60641,WOLLEY TAXI,Owner Manager
5860,ACTIVE,TOYOTA,RAV4,2020,SILVER,Hybrid,FALSE,KASHOKEE INC,60659,INDEPENDENT4,Owner-Operator
2896,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,SRHH INC,60659,Independent1,Owner-Operator
4936,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,WARAMI INC,60656,Flash Cab Co,Owner Manager
6064,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,TRUE,TASKOS INC,60656,Flash Cab Co,Owner-Operator
1160,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,FALSE,AL-MEDINA CHICAGO INC,60641,Yellow Cab Association,Owner Manager
5191,ACTIVE,TOYOTA,SIENNA,2023,WHITE,Hybrid,TRUE,"S & Y LUXURY LIMO, INC",60656,Flash Cab Co,Owner-Operator
6178,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,FALSE,PARIKH ENTERPRISES IV INC,60656,Flash Cab Co,
2247,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,TRUE,MATTHEW'S TAXI CORP.,60659,Independent1,Owner-Operator
17,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,FALSE,F & F  1 TRANS INC,60659,Independent1,Owner-Operator
3810,ACTIVE,TOYOTA,RAV4,2017,GRAY/WHITE,Hybrid,FALSE,FENKIL ASMERA TAXI COMPANY,60613,Choice Taxi Association Inc,Owner Manager
5073,ACTIVE,TOYOTA,COROLLA,2016,CREAM/GREEN,Gasoline,FALSE,FRANCIS K DUAH,60640,Checker Taxi Association Co.,Owner-Operator
2010,ACTIVE,TOYOTA,COROLLA,2023,BLACK,Gasoline,FALSE,KALIB 2010 INC.,60659,Independent1,Owner-Operator
4744,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,FALSE,ECHO CAB INC.,60656,Flash Cab Co,Owner Manager
5598,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,STANDARD TAXI CORP. #III,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
5602,ACTIVE,TOYOTA,SIENNA,2018,WHITE,Gasoline,FALSE,"5A TRANSIT, INC",60656,Flash Cab Co,Owner-Operator
2476,ACTIVE,TOYOTA,PRIUS,2016,WHITE,Hybrid,FALSE,TOLTU TRANS INC,60656,Flash Cab Co,Owner-Operator
